,query_id,query,query_locale,product_id,esci_label,product_title,product_description,product_bullet_point,product_brand,product_color_name,product_locale,example_id,fold
2360977,,trojan magnum condoms for men,us,B001XVXKUW,exact,Trojan Magnum Ecstasy Ultrasmooth: 30-Pack of Condoms,Trojan magnum ecstasy condoms,,TROJAN,,us,1522231.0,2
216616,7578.0,mens ralph lauren knitted hats,us,B082YDVSWH,exact,Polo RL Men's Colorful Pom Pom Beanie Hat (Navy Multi),"<p>Polo Ralph Lauren Men's Colorful Pom Pom Beanie Hat</p><ul><li>Cuffed style beanie</li><li>Pom Pom detail</li><li>Polo logo lettering</li><li>Imported</li><li>Fabric: 70% Acrylic, 30% Wool</li></ul>","Cuffed style beanie
Pom Pom detail
Polo logo lettering
Imported
Fabric: 70% Acrylic, 30% Wool",Polo Ralph Lauren,Navy Multi,us,,2
2159546,,triscuit,us,B07D1Z5QH5,exact,"Triscuit Organic Original Crackers (Pack of 6) Non-GMO, 42 Ounce",,"This bulk package contains six 7 oz. boxes of Organic TRISCUIT Original Flavor Crackers.
Snacking well is deliciously uncomplicated with Organic TRISCUIT, a thoughtfully woven, 100% whole grain wheat cracker that starts with 3 simple ingredients: whole grain wheat, oil, and salt.
Kosher, Non-GMO Project Verified, and USDA Certified Organic, Organic TRISCUIT Original Flavor Crackers are a good source of dietary fiber with only 3.5 grams of fat per serving.
TRISCUITs are crafted from whole grain wheat that's been sourced from sustainable family farms in northern Michigan for over 100 years.
These baked crackers make for a wholesome and convenient snack on their own. When paired with dip or topped with kitchen staples like cheese, meat, or veggies, they become standout appetizers.",Triscuit,,us,1229780.0,2
2286434,,vga cable without screws,us,B08B64KM93,substitute,Pasow VGA to VGA Monitor Cable HD15 Male to Male for TV Computer Projector (3 Feet),"The VGA Cable is the ultimate link for connecting your desktop or laptop to a monitor or projector. The combination of gold-plated connectors, bare copper conductors, foil & braid shielding, and dual ferrite cores provides superior cable performance.Low impedance, signal distortion is small, 99.9% reduction signal. <br> <br><b>Specifications</b> <br>Connector: HDB15 15-pin (male to male) <br>100% bare copper conductor. <br>Foil & braid shielding and integrated dual ferrite cores on the VGA wire minimize crosstalk, suppress noise, and protect against electromagnetic interference (EMI) and radio frequency interference (RFI)","Screw-in VGA cable with 15-pin male input and output
Supports resolutions at 800x600 (SVGA), 1024x768 (XGA), 1600x1200 (UXGA), 1920x1080P and up for high resolution LCD and LED monitors
The VGA cord engineered with molded strain relief connectors for durability, grip treads for easy plugging and unplugging, and finger-tightened screws for a secure connection
Links VGA-equipped computer to any display with 15-pin VGA port
Cable Length : 1M/3Ft;Jacket Material : PVC",PASOW,Blue,us,1412087.0,2
823659,,cajas para regalos,es,B06XCJ158V,exact,"JTDEAL 50 Cajas para Regalo y 50 Cuerda de Yute(64cm), Bolsas de Regalo, Cajas de Papel Kraft Vintage, para Boda Favor Fiesta, para Regalos Pequeñitos de Boda/Cumpleaños/Fiesta - Marrón","Se trata de una bolsa de Regalo con un estilo retro. Es muy elegante y resistente para contener regalos, como pequeños regalos, frutas, té, café, hierbas, especias, galletas etc.<br> Esto es definitivamente una caja creativo y hermoso. Cuando se quiere dar regalos a los demás, sería una buena opción.<br><br> <b>Características principales</b><br> 1, Las tarjetas pueden escribir lo que quiera.<br> 2, pegar en una superficie de la etiqueta hermosa.<br> 3, Ideal para bodas, compromisos, aniversarios, fiestas, etc.<br> 4, Fabricado de papel kraft de alta calidad.<br><br> <b>Especificaciones del producto</b><br> Material: Papel kraft<br> Tamaño: 9 cm x 6,5 cm x 2,5<br> Longitud de la cuerda: 64cm<br><br> <b>El paquete incluye</b><br> 50 X Bolsas de regalo<br> 50 X Cuerda de Yute<br><br>","Estas cajas están hechas de papel kraft de alta calidad con una capa resistente a los arañazos. Kraft cajas de estilo vintage, para mejorar la sensación de elegancia
Incluyendo cuerdas de cáñamo, se puede asociar estas preciosas cajas con ella y etiquetas personalizadas bricolaje
Tamaño de bolsas Kraft regalos (después de doblar): 9 cm x 6,5 cm x 2,5 cm (3,5 ""x 2,5"" x 0,9 ""); cuerda de cáñamo: 64cm longitud (25.2""). Con un pliegue en la superficie de una cadena plegada para atar un nudo, decorativo y práctico
Puede escribir su deseo o graffiti en la superficie de la caja, que es realmente una cosa romántica para la boda, compromiso, cumpleaños, fiesta y así sucesivamente
Excelente poliéster impermeable con alto nivel impermeable. Fácil de llevar chocolates, dulces, galletas, pastillas de menta, aperitivos, joyas y otro regalo que desea presentar a los invitados.",JTDEAL,Marrón,es,17927.0,4
509740,22317.0,como conocí a vuestra madre,es,B07WH4FDPS,exact,How I Met Your Mother - Season 1,,,,,es,,4
610014,26996.0,ウオーキング,jp,B00EV4FAXI,substitute,洋楽メガヒットでエクササイズ！（Non-Stop Party Tune）,,,,,jp,,5
608464,26919.0,アマゾン 通販 cd,jp,B00J8MDXI2,complement,割れにくいPP素材 PP25mm厚 マルチ CDケース8枚収納 スーパークリア 3個 アマゾン発送,・1枚のケースにCDまたはDVDまたはBDディスクを8枚収納可能。 ・厚さ25mmのコンパクトサイズで持ち運びも楽々。 ・PP素材でできており、少し割れにくい素材です。 ・8枚ものディスクを収納でき、ドラマの保管、オリジナル動画、運動会、スポーツビデオ、教材　等、幅広くご利用頂けます。 ・ケースサイズ→縦：124 横：142 厚さ：25（単位mm） ・※消耗品につき到着時不良のみ対応とさせて頂きます。<br>製品の性質上、製造過程跡が生じる場合がございます。あらかじめご了承下さい。フィルム部に擦れが発生しております。 擦れなどが原因での交換ができませんことをご了承下さい。,"1個のケースに8枚ディスクをしっかり収納
ケース外側にはジャケットを挟む為の透明フィルム付
厚さ25mmのコンパクトケース
ケースサイズ→縦：124 横：142 厚さ：25（単位mm）
※消耗品につき到着時不良のみ対応とさせて頂きます。",オーバルマルチメディア,クリア,jp,,1
2199907,,white platform sneakers high tops,us,B07KX82X9J,substitute,"PUMA Unisex-Baby Rebound Layup Hook and Loop Sneaker, White Black-Gray Violet, 5 M US Toddler",,Basketball Inspired,PUMA,Puma White-puma Black-gray Violet,us,1287873.0,4
1137200,,20 by 30 by 1 air filter,us,B07F1Y5LG6,exact,"Aerostar 20x30x1 MERV 13 Pleated Air Filter, AC Furnace Air Filter, 4 Pack (Actual Size: 19 3/4"" x 29 3/4"" x 3/4"")","20x30x1 AC and Furnace Air Filter by Aerostar - MERV 13, Box of 4 20x30x1 air filter Pleated MERV 13 Media Comparable to MPR 1500 to 1900 and FPR 10   Designed for Superior Filtration Efficiency Made with electrostatically charged synthetic material that draws and captures allergens between 0.3 - 1.0 microns, including lint, dust mites, spores, pollen, pet dander, fine dust, smoke, viruses, and bacteria. Improve Indoor Air Quality Protect your family and loved ones with clean indoor air quality at home. Aerostar filters are a simple and cost effective step towards a healthier home environment, free of airborne allergens and particles that can trigger various allergy and asthma symptoms. Reduce Cost An Aerostar furnace air filter helps keep your HVAC unit working efficiently by removing dirt and reducing strain on the motor. When your unit runs properly, it consumes less energy, requires less maintenance and will have a longer life. These factors will have an impact on your utility bill and maintenance costs. It is recommended that you change the filter every 60 to 90 days during normal times of year but increase frequency to 30 days during peak summer and winter months when your unit is working the hardest. About Aerostar Air Filters Aerostar filters are manufactured in the USA by Filtration Group, a world-leading manufacturer and supplier of filtration solutions for residential, commercial and industrial applications. The Aerostar brand is known for constantly innovating and improving their technology to help make filtration more efficient, effective and environmentally friendly every day. What's in the Box Box of four Aerostar MERV 13 Pleated Furnace Air Filters. MERV 13 filters are comparable to MPR 1500 to 1900 and FPR 10  .Nominal Size: 20 x 30 x 1, Actual Size: 19 3/4"" x 29 3/4"" x 3/4"" , Size: 20x30x1, AC and Furnace Air Filters","Nominal Size: 20 x 30 x 1, Actual Size: 19 3/4"" x 29 3/4""x3/4""
Comparable to MPR 1500 to 1900 Ultimate Allergen Defense and Honeywell Allergen Elite FPR 10
Designed to filter microscopic particles such as lint, dust mites, spores, pollen, pet dander, fine dust, smoke, and bacteria.
Simple to install and a cost-effective step towards a healthier home environment. For best results, change your filters every 60 to 90 days but increase frequency to 30 days during peak summer and winter months.
100% synthetic electrostatic media for high efficiency with low air flow resistance. Manufactured in the USA by Filtration Group, a world-leading manufacturer and supplier of filtration solutions making the world safer, healthier & more productive",Aerostar,White,us,272324.0,5
2025450,,referee uniform,us,B00N3LAG0M,exact,"Crown Sporting Goods Men's Official Black & White Stripe Referee / Umpire Jersey – Pro-style Ref Uniform, Great for Basketball, Football, & Soccer (XL)",,"MAKE THE CALL: Look official each time you step on the field! Make the correct call with this Men’s Referee Jersey from Crown Sporting Goods
PRO STYLE: 1.5” black stripes are woven directly into the fabric for a professional look. Similar to football and basketball referees of all levels. Ribbed sleeve cuffs, soft comfort collar, and 1/4 zipper
STAY COOL: Quick dry wicking fabric keeps you cool under pressure as you get ready to make those high-impact calls
MULTI SPORT USE: Striped referee/umpire jerseys are ideal for sports such as Soccer, Football, Basketball, Volleyball, Handball, Boxing, Cricket, Ice & Field Hockey, Rugby, MMA and much more!
LOOK THE PART: Add the finishing touch to ref, ump, judges, and lineswoman uniforms and sports-themed Halloween costumes. Great for wearing to sporting events",Crown Sporting Goods,Black/White,us,1052161.0,1
137997,4164.0,face mask,us,B079FYSGK8,exact,Black Charcoal Mask Blackhead Remover - Face Peel Off Mask With Natural Activated Organic Bamboo Charcoal - Deep Cleansing Pore Blackhead Removal - Purifying Face Mask & Face Care Gel for Women & Men,"<p>The O’linear black charcoal peel off mask cleanses, purifies and balances the skin with a pleasant texture-based natural bamboo charcoal. It transforms your look and gives you a more radiant skin in a few minutes after applying it. This 60g facial mask cleanses your skin without drying it, controls the pores, absorbs surplus oil and residues of make-up. 30g facial gel will calm redness, improve your skin shade and texture to give you a matt, calm and relaxed appearance. A perfect women and men’s beauty companion!</p><p><strong>Over and Beyond</strong></p><p>There are many charcoal masks out there right now but our new mineral-rich blackheads remover is carefully made to deliver full benefits to your skin. It will target toxins to remove blemish-causing impurities and rid your face of wrinkles. Meet all your facial and body care needs with a kit that contains a purifying peel off face mask and a face care gel that won’t dry out your skin. This high quality black head cleanser is also easy to take off; simply start peeling from the bottom of your face and work it to the top then rinse away with water.</p><p><strong>Remarkable Anti-Ageing Formula</strong></p><p>Our blackmask will not only remove acne, it will help stimulate skin circulation and cell regeneration. This original pilaten mask is very natural and feels like a cream with a mix of non-allergic minerals to give your skin a youthful and delightful glow. Perfect for both sensitive and normal skin types, this mask also provides a thorough cleaning to give you a general sense of wellbeing.</p><p><strong>Instructional Guide</strong></p><p>Unlike other manufacturers, our 60 gram non clay mask comes with an instruction manual to eliminate confusion and provide a seamless user experience. From the extraction to the application and remover process, you’ll get a detailed manual to guide you.<br></p>","IMPRESSIVE EFFECT: While some other removers only remove hair follicles, our black face mask for men and women is a strong proactive blackhead remover that eliminates impurities effectively. This charcoal facial peel-off mask will reduce your mirror time!
NATURAL, SKIN-FRIENDLY: Our organic bamboo charcoal mask is made with natural ingredients that doesn't cause allergies. This skin pore cleansing mask is a skin-pampering face peel off product
PLEASANT IN USE: Our charcoal face mask blackhead remover is good for all skin types & gentle on the sensitive ones. A natural deep cleansing mask is pleasant to use & smells irresistible
PAIN FREE PEELING: This activated charcoal face mask doesn't hurt when you peel it off. A pore mask cleans pores of your skin to give you a clearer complexion
MASK & FACE CARE GEL SET: This best beauty blackhead remover makes your daily skincare routine complete. It contains a purifying peel off face mask + face care gel for your convenience",O'Linear,black,us,,4
1913808,,nail care,us,B007QBKX08,exact,"Nail Tek Nail Recovery Kit, Cuticle Oil, Strengthener, Ridge Filler - Restore Damaged Nails in 3 Steps",,"Improve Your Nails’ Health In Three Easy Steps: This NailTek nail recovery kit consists of the ultimate combination that can restore your nails to their former glory. The Ridge Filler (Foundation 2), Strengthener (Intensive Therapy 2), and Cuticle Oil (Renew) can be applied daily or frequently for stronger, healthier nails.
Repair Weak Peeling Nails: Intensive Therapy 2 Nail strengthener's unique protein formulation helps weak, thin, soft, or peeling nails by sealing the layers of the nail together. Use daily to help thicken nails while promoting strength and flexibility.
Protect & Condition Cuticles: Renew Cuticle Oil is a unique blend of essential oils and rich moisturizers combined with effective natural ingredients. Apply daily to nourish, condition, and maintain healthy cuticles.
Base Coat Alternative: Foundation 2 Ridge Filler is a unique base coat with a special blend of strengtheners, conditioners, micro-fibers, and natural fillers that fills and smooth uneven nail surfaces and protects the natural nail.
Award-Winning Nail Therapy & Made in the USA: Nail Tek has been voted as “Best Natural Nail Treatment” by Salon Professionals! This pro-approved nail strengthener is 100% cruelty-free, DBP-free, and Toluene-free making it safe and protects natural nails from damage.",Nail Tek,,us,917819.0,1
1462378,,christmas in bell falls,us,B015RPT6XY,exact,Christmas in Silver Bell Falls,"<i>Her attitude is less than merry and bright…<i>Melanie Harper and Christmas do <i>not<i> see eye to eye. While most people celebrate and look forward to the holidays, it's something she has come to dread. When she receives a gift from an unlikely source - a house in the quaint town of Silver Bell Falls - her immediate reaction is to reject it. After all, with a name like that, you're pretty much guaranteed to be surrounded by people who love Christmas!<i>He sees it as the most wonderful time of the year…<i>Josiah Stone is all about peace on earth and goodwill toward man. Maybe it's because he's the sheriff of a town named after a beloved Christmas song, but that doesn't make it any less true. Christmas is his favorite time of year and living in Silver Bell Falls where everyone feels the same and celebrates it nearly year-round only adds to his festive outlook on life. <i>Can a white Christmas change everything?<i>When Melanie is forced to stay in Silver Bell Falls during the actual holiday season, she's less than thrilled. But after meeting the sexy sheriff she finds that there is something to be said about the magic of Christmas.</i></i></i></i></i></i></i></i>",,,,us,482638.0,4
1835292,,linkin park,us,B0041RKLZC,exact,A Thousand Suns [Explicit],,,,,us,831326.0,5
17572,313.0,10x14carcicle cafe stantard fast food tray,us,B0001MRXRK,complement,"Carlisle CT141805 Cafe Standard Plastic Cafeteria/Fast Food Tray, NSF Certified, BPA Free, 18"" Length x 14"" Width, Red (Pack of 12)",,"Economical lightweight polypropylene trays feature skid-resistant surface
Drying and stacking lugs
Custom hot stamping available
Traditional scratch-resistant basket weave design reduces slipping and helps prevent accidental spills
BPA free",Carlisle FoodService Products,Red,us,,3
18273,15968.0,11' offset patio umbrella without base,us,B0928GW2KV,substitute,HYD-Parts 11 FT Large Patio Umbrella Waterproof and Sun Shade 360-Degree Outdoor Umbrella with Tilt and Crank (Navy blue),"<b>Description：</b><br><br>The 11FT market umbrella of our shop is suitable for many occasions. Its simple operation, elegant appearance and durable quality can provide a large area of shade while maintaining beauty. At the same time, we pay attention to our customers' shopping experience and will provide you with high-quality products and a good shopping experience.<br><br><b>Specifications:</b><br><br>Color:Brown/Coffee/Green/Khaki/Orange/Navy Blue<br> Umbrella Surface Dimensions: 11ft<br>Product Height: 8.2ft /98inches<br>Material: Polyester, Steel, Aluminum Alloy<br>Vertical tube aluminum: φ1.5"" x 0.03""<br>Eight Umbrella Bone Iron：0.71""L x 0.47""W x 0.02""H<br>Package Size: 5.64''L x 0.52''W x 0.52''H /172cm x 16cm x 16cm (L*W*H)<br>Gross Weight: 19.18lbs<br>Net Weight: 16.98lbs<br><br><b>NOTE:</b><br> Assembly required (with instructions). It is without base.Base matching can be searched: B086D7YR5S<br><br><b>Package includes:</b><br><br> 1 x 11ft Umbrella<br>","⛱️Easy to Adjustment: Elegant offset hanging design with handle crank and cantilever operation system make it easily open and close the patio umbrella. A smooth gliding handle and tilt settings allow you to adjust the shade and block the sun at various angles, keeping the area protected throughout the day.<br>
☀️Heavy Duty and Stable: The column is made of all-iron umbrella bones powder coated steel pole against rust, corrosion, chipping and peeling. 8 steel ribs on the top of the cantilever umbrella to keep its shape, provides superior strength support for the elegant umbrella-shaped . It can rotates 360 degrees to your preferred position by turning the cross base with your hands.<br>
⛱️Polyester Fabric Material: The umbrella canopy is constructed with high quality and durable polyester to ensure a dependable waterproof and UV protection. Keep you cool and comfortable on hot days, at the same time maintain the firmness of the color of the umbrella surface, makes the umbrella have function excellent and keep beautiful.<br>
☀️Best Leisure life: Our umbrellas provides 63 inches diameter of shade round or rectangle table with 6 to 11 chairs, the applicable table size could up to 54 to 60 inches. More sun protection for your outdoor settings, keep you cool and more comfortable than ordinary table umbrella. Ideal for residential and commercial locations, such as garden, yard, pool, deck, background beach, balcony, restaurant, and any other outdoor area.<br>
⛱️High-quality Customer Service: If you have any questions about the product and need to return or exchange product, please contact the after-sales service of our store, we will reply your letter within 24 hours and solve your needs as soon as possible. We are committed to providing customers with a perfect shopping experience and will serve you wholeheartedly!<br>",HYD-Parts,Navy blue,us,,5
1822297,,led tv with stand,us,B08B87V9BP,exact,"Bonnlo White TV Stand with LED Light Modern 51 Inch TV Stand TV Cabinet with Storage, Drawer and Shelves for Living Room Bedroom Furniture","<b>Product Description:</b><br> Color: White<br> Bonnlo modern 51-inch TV stand with the blue LED light with ON/OFF switch control and central features two large drawers, which providea a lot of surface area where you can keep your consoles, DVR, stereo, DVDs and games, etc plus plenty of decorations., it makes your living room and bedroom feels more open, clean and organized, and as a housewarming gift, Christmas gifts, or birthday present for friends and family. <br><br> <b>Product Information:</b><br> <b>Features: </b><br> New and in a good condition<br> Good hardness, high strength and durability<br> Elegant enough for adding special charm to your house<br><br> Made of superior particle board and MDF board material with meticulous treatment<br> Single drawer for storing items, room-saving design<br> <b>Specifications: </b><br> Color: White<br> Material: Particle Board & MDF Board<br> Dimensions: (51.2 x 13.7 x 17.7)"" / (130x 35 x 45)cm (L x W x H)<br> Weight: 57.32 lbs / 26 kg <br><br> <b>Package Includes:</b><br> 1 x LED TV Stand<br> 1 x User Manual<br>","【LARGE STORE SPACE】: The LED tv stand features one large center drawer, which provide plenty of ample storage space for your CDs, DVDs and even books and magazines etc plus plenty of decorations in the cabinet that can help you keep your home tidy and clean. And you just need to clean the stand by the wet towel.
【AS A GIFT】: The television stand as a housewarming gift, Christmas gifts, or birthday present for friends and family. It is very easy by following the instructions step by step and best advice is to have two persons together to build it. The tv stand size: (51.2 x 13.7 x 17.7)"" / (130 x 35 x 45)cm (L x W x H).
【MODERN TV STAND】: Entertainment central features 2 glass shelves and the LED lights system with ON/OFF switch control, for up to 51-inch TV screen. It is sturdy and durable and the edge band finish design take extra energy and time in manufacturing process, ensure modern tv stand super elegant and contemporary.
【WIDE RANGE OF APPLICATION】: Our tv stand white is super nice and luxurious and is suitable for your lounge room, living room, bedroom and more places.This white tv stand for flat screens fits in well with most home decors, it is ideal for using in living rooms to hold TV and some decorations such as vases and photos at the tops.
【WARRANTY】: We go above and beyond to provide the highest quality product. If you have any questions or concerns about your order,please keep in touch with us, we’ll always provide you a timely and satisfying solution. (NOTE: You need to tear off protective film of every board.)",Bonnlo,White,us,817126.0,5
2020471,,rear shocks,us,B07MNFFCK3,exact,MILLION PARTS Rear Air Shock Absorber Suspension Strut Assembly 25979394 Compatible with 2000-2014 Tahoe Yukon Suburban 1500 Yukon XL 1500 2008-2012 Escalade Avalanche Escalade ESV 1Pc,Package Includes: <p>1 x Rear Air Suspension Assembly,"FITMENT: Compatible with 2002 - 2011 Cadillac Escalade & 2003 -2011 Chevrolet Avalanche 1500 & 2007 -2011 Chevrolet Suburban 1500 & 2000 - 2011 Chevrolet Tahoe & 2000 -2011 GMC Yukon XL 1500
INTERCHANGE PART NUMBER: 25979394, AS-2127, AS-2700, AS-2708; Other Part Number: 19302786, 22187156, 25979391, 25979393, 19300069, 19300070, 19300071, 19300072 ; Placement on Vehicle: Rear.
IMPROVE - Strengthen ride and handling, ensure exact fit for easy installation.
REDUCE - Dampen driving vibration and lower the ride noise
NOTICE - PLEASE PUT YOUR VEHICLE MODEL in ""Your Garage"" and it will verify the fit.",MILLION PARTS,BLACK,us,1046533.0,1
1267432,,azelaic acid,us,B07WCZV5V5,exact,"Lyfetrition Azelaic Acid Serum – 12oz - 360ml - Large Bottle - 100% Natural Face Serum with Vitamin C, Hyaluronic Acid, Aloe Vera & Many More - Skin Lightening Serum Blemishes, Acne Marks Pigmentation",,"❤ GLOW BEAUTIFULLY. Soothe and re-energize your facial skin while enjoying amazingly lighter and flawless complexion with LYFETRITION AZELAIC ACID SERUM! Its skin-loving ingredients including azelaic acid, Vitamin C, E, B3, Provitamin B5, Witch Hazel, Hyaluronic Acid, Caprylyl Glycol work in harmony and addresses dozens of skin care problems to make your skin radiant and younger-looking!
❤ TARGET DULL, MARKED SKIN. Derived from plant-based ingredients like barley, wheat and rye; azelaic acid is a 100% natural substance which helps brightening your skin, diminish the appearance of skin blemishes, fade post-acne marks and other discolorations for more even skin tone and is recommended for people dealing with mild to moderate acne, rosacea and pigmentation issues!
❤ REFRESHING INGREDIENTS. Our azelaic serum is a powerful combination of vitamins, antioxidants and nutrients! Vitamin C aids in repairing tissue damage and helps in protecting the skin from UV damage, pollution and environmental stressors. Vegetable Glycerin, Jojoba Oil and Caprylyl Glycol provide long-lasting moisturizing effect and Hyaluronic Acid helps promote skin cell metabolism and collagen production to keep your skin look younger and more radiant!
❤ EASY TO APPLY. Our azelaic acid facial serum is easily absorbed by the skin without heavy, sticky feeling of most face creams and lotions. After washing and drying your skin, apply the desired amount of serum onto your face. And then, follow it up with your regular face moisturizer to boost the hydrating effects! For a simpler skincare routine, you can mix our serum with your daily moisturizer!
❤ ONLY THE BEST FOR YOU. All our beauty products are manufactured from the finest ingredients, right here in the USA! But for any reason, if you’re not completely satisfied with our serum for face, simply contact our friendly customer support within 30 days of your purchase and enjoy a complete refund. No questions! No small letters! SO, WHY WAIT? CLICK “ADD TO CART” BUTTON NOW! BECAUSE BY THE TIME YOU MAKE UP YOUR MIND IT MAY BE TOO LATE!",Lyfetrition,Clear,us,347589.0,2
1118052,,10x 30tents without sidewalls,us,B07G54PPRF,exact,Eurmax 10 x 10 Pop up Canopy Commercial Pop Up Canopy Tent Outdoor Party Canopies with 4 Removable Zippered Sidewalls and Roller Bag with 4 Canopy Sand Bags & 24 Squre Ft Extended Awning(White),"Eurmax 10 x 10 canopy with walls, featuring a steel full-truss frame design, corrosion resistance and good rust resistance, combines the light weight and durable, it can be set up in minutes by one or two people without any tools. There are 3 adjustable heights for the canopy frame: 10.5 ft, 10.8 ft, 11.1 ft. <br>10 x 10 canopy provides 99% UV protection, fire resistant, <b>100% waterproof</b>. 10 x 10 canopy sidewalls attach with Velcro fasteners for easily assembly or removal, give you a quick private space. <br><b>This 10 x 10 commercial canopy comes with a portable carrying case, easy to handles, durable in transit.</b> The 10 x 10 pop up canopy tent keeps the rain in bad weather and the sun off in good, is ideal for all your outdoor commercial events and recreational usage (small business, craft shows, tailgate parties, picnics, camping, party, BBQ, camping, vendors, market stall/market trade show).<br><b> We stock accessories and parts for your life time!</b> We receive many emails every year from frustrated people who simply require a spare joint, pole or side panel for a canopy tent which they have purchased elsewhere. However, if you have purchased a Eurmax canopy tent, you can simply order any spare parts online.<br><br><b> Package Contents:</b> <br> 1 x Canopy Top <br> 3 x Zippered Sidewalls with 1 x Middle Door Wall <br> 1 x Steel Powder Coated Frame <br> 1 x Carrying Bag <br> <br> 4 x Canopy Sand Bags <br> 1 x Instruction Manual <br><br><b> Seller Warranty</b> <br> 12-Month Warranty <br> 30-Day Money Back Guarantee <br> Lifetime Support Guarantee<br><br><b>We not only supply you with the highest quality goods at a reasonable price but also provide a reliable after-sales service.</b>Please be free to contact us if there are any problems, we will always stand behind the product we sold, and will do our best to assist you and making you 100% satisfaction.","● Eurmax Canopy is the most trusted & best selling pop up canopy brand based in the USA. We stock all kinds of accessories and parts for the products we are selling and if you have anything about our products, we are ready to help you.
● 10ftx10ft Durable steel frame with straight leg:(1)Strong full truss structure design(2)Hammertone powder coated finishing,Good looking and rust resistance.(3)The latest thumb lock system,easy to lock and release(4)Three height positions,clearance height from-peak height from 10.5ft,10.8ft to 11.1ft.Set up and take down easily by 1 or 2 person in minutes without any tools.
● 10x10 Canopy tent fabric:CPAI-84 fire retardant certificated 500D polyester PU coated to block about 99% UV rays.Sidewall kit is 210 Denier.Stitching lines are all seam sealed to prevent water penetrate from seames to make canopy waterproof.●The canopy roller bag:Eurmax unique L shaped roller bag is oversize designed,it is easy to put frame and top in th bag.Big 2.7""diameter wheels,1680D strong polyester,2 layers fabric sewed,reinforced handles,all these makes the bag long lasting.
● The package includes:1x10Ft Commercial canopy frame,1x10Ft Ez pop up canopy top,3x10Ft Canopy with sidewalls,1x10Ft Middle door wall,1x Wheels roller bag,Bonus 4 Weight Bags & 1 x 10Ft Upgrade popup awning(Extra large awning:added about 24 squared feet of shade to your friends or customer）.10x10 heavy duty ez pop up canopy tent for party,parties, picnics,market stall/market trade show or any outdoor events.Eurmax commercial canopy tent suitable for both sunny and rainy days.",Eurmax,White,us,262817.0,4
1263679,,solar lights outdoor without motion sensor,us,B08JHYXZ87,exact,"kolpop 6 Pack Solar Lights Outdoor, 3 Modes/100LED Solar Security Lights Wireless IP65 Waterproof Solar Motion Lights Outdoor Solar Wall Lights Outdoor Lights for Front Door, Backyard, Garage, Deck","""""""Kolpop solar motion lights outdoor is ideal for night lighting of front door, backyard, garage, deck, garden,fence,etc. During the day, the solar panel converts solar energy into electricity and stores it with the rechargeable battery. The duration of lighting depends on exposure to sunlight, the location of the installation, weather conditions and daylight hours. <b>Specifications: </b> <br> Charging time: 8 hours in direct sunlight (NOTE: Fully charge the device for 2-3 sunny days before using it for the first time)<br> Mode: 3 modes (1. Medium brightness mode; 2. Low light sensor mode; 3. Sensor light mode;) It is recommended to use the third mode.<br> Battery: 2200 mAh<br> LED Quantity: 100 Pieces<br> Lumens: 800<br> Detection angle: 160 °<br> Waterproof level: IP65<br> Ideal installation height: 2-3 meters.<br> <b>Package Contents: </b> <br> 6 x 100LED solar light<br> 6 x screws<br> 6 x plastic anchors<br> 1 x User Manual<br> <b>Wireless solar wall lights</b><br> Wireless solar light can be installed on the front door. You won't have to worry about finding your keys<br> <b>Motion sensor light outdoor solar powered</b><br> Kolpop motion sensor light outdoor solar powered for your garage, easy parking. You will never worry about hitting the wall<br> <b>Solar led outdoor lights</b><br> With the 100 led Kolpop solar light, you can enjoy the way you walk in the backyard<br> <b>Solar powered lights outdoor</b><br> You can put our solar lights in your yard to get enough light when the kids play<br> """"""","🌞[Ultra-Bright Solar Lights]: Wider Illumination Coverage;Equipped with 100 leds,Kolpop solar motion lights outdoor offers a larger coverage of luminosity, which can illuminate space about 30㎡ at night.A sufficient 6-piece package can illuminate your front door, backyard, garage, deck, garden,fence,etc.
🌞[3 Considerate Modes]: Kolpop solar motion sensor lights has 3 modes to meet your different needs:1.) medium-brightness mode, 2.)low light induction mode, 3.) Induction lighting mode. The powerful sensor ball head provides powerful motion sensitivity up to 10-16 feet, providing convenience and safety for your life.
🌞[1800mAh Large Battery]: With 100 brilliant LEDs, solar wall lights outdoor can provide a super bright illuminance for a wide area.Built in 1800mAh Li-ion battery,Kolpop solar security lights can light up about 8-10h after fully charged. This is a complete home security version, very suitable to meet your needs all night.
🌞[IP65 Waterproof Solar lights]: More professional weather resistance;With IP65 waterproof technology, Kolpop solar security lights with motion sensor can withstand all kinds of terrible weather. Even if it snows and freezes, they can pass the winter without any problems.
🌞[🎁Best gift/presents]: High Efficiency Solar Panel and Eco-Friendly.Hanging them was a breeze because they came nicely designed,only simply find a place with sufficient sunshine, and most importantly - they add so much to the yards!Therefore, especially on winter nights, they are the best gift, whether for your parents, elders, or friends,etc.",kolpop,,us,1139202.0,2
